addr,time,in_mean_inter_time,in_std_inter_time,in_mad_inter_time,out_mean_inter_time,out_std_inter_time,out_mad_inter_time,tot_mean_inter_time,tot_std_inter_time,tot_mad_inter_time,in_mean_length,in_std_length,in_mad_length,in_count,out_mean_length,out_std_length,out_mad_length,out_count,tot_mean_length,tot_std_length,tot_mad_length,tot_count,in_mean_payload_data_length,in_std_payload_data_length,in_mad_payload_data_length,out_mean_payload_data_length,out_std_payload_data_length,out_mad_payload_data_length,tot_mean_payload_data_length,tot_std_payload_data_length,tot_mad_payload_data_length
0,220.0,,,,0.0181103,0.0094985,0.0049725,0.0181103,0.0094985,0.0049725,,,,0.0,49.6,3.8,2.0,5.0,49.6,3.8,2.0,5.0,,,,12.6,3.8,2.0,12.6,3.8,2.0
8,225.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
8,230.0,0.361904,0.0,0.0,,,,0.361904,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,230.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
0,230.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
8,235.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
6,235.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
8,240.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
0,240.0,,,,,,,0.021913,0.0,0.0,53.0,0.0,0.0,1.0,45.0,0.0,0.0,1.0,49.0,4.0,4.0,2.0,12.0,4.0,4.0,8.0,0.0,0.0,12.0,4.0,4.0
6,240.0,,,,,,,0.021913,0.0,0.0,45.0,0.0,0.0,1.0,53.0,0.0,0.0,1.0,49.0,4.0,4.0,2.0,12.0,4.0,4.0,16.0,0.0,0.0,12.0,4.0,4.0
8,245.0,0.571653,0.0,0.0,,,,0.571653,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,245.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
0,245.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
8,250.0,3.39127,0.0,0.0,,,,3.39127,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
6,250.0,0.0350615,0.0019385,0.0019385,,,,1.3440143,1.8511395,0.003877,47.3,3.3,0.0,3.0,59.0,0.0,0.0,1.0,50.2,5.8,3.5,4.0,11.2,3.3,3.0,14.0,0.0,0.0,11.2,3.3,3.0
7,250.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
0,250.0,,,,0.0350615,0.0019385,0.0019385,0.0350615,0.0019385,0.0019385,,,,0.0,47.3,3.3,0.0,3.0,47.3,3.3,0.0,3.0,,,,10.3,3.3,0.0,10.3,3.3,0.0
6,255.0,,,,,,,,,,50.0,0.0,0.0,1.0,,,,0.0,50.0,0.0,0.0,1.0,13.0,0.0,0.0,,,,13.0,0.0,0.0
0,255.0,,,,,,,,,,,,,0.0,50.0,0.0,0.0,1.0,50.0,0.0,0.0,1.0,,,,13.0,0.0,0.0,13.0,0.0,0.0
8,255.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
8,260.0,1.095659,0.0,0.0,,,,1.095659,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,260.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
0,260.0,0.007511,0.0,0.0,1.775223,0.0,0.0,0.591741,0.8162606,0.014122,53.0,0.0,0.0,2.0,52.0,7.0,7.0,2.0,52.5,5.0,3.0,4.0,13.5,3.3,1.0,11.0,3.0,3.0,13.5,3.3,1.0
6,260.0,,,,0.007511,0.0,0.0,0.014572,0.007061,0.007061,45.0,0.0,0.0,1.0,53.0,0.0,0.0,2.0,50.3,3.8,0.0,3.0,13.3,3.8,0.0,16.0,0.0,0.0,13.3,3.8,0.0
8,265.0,3.435145,0.0,0.0,,,,3.435145,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
6,265.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
7,265.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
8,275.0,1.1769615,0.3025745,0.3025745,,,,1.1769615,0.3025745,0.3025745,59.0,0.0,0.0,3.0,,,,0.0,59.0,0.0,0.0,3.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,275.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
0,275.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
8,280.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
6,280.0,0.0349655,0.0025525,0.0025525,,,,1.359668,1.8734134,0.005105,47.3,3.3,0.0,3.0,59.0,0.0,0.0,1.0,50.2,5.8,3.5,4.0,11.2,3.3,3.0,14.0,0.0,0.0,11.2,3.3,3.0
0,280.0,,,,0.0349655,0.0025525,0.0025525,0.0349655,0.0025525,0.0025525,,,,0.0,47.3,3.3,0.0,3.0,47.3,3.3,0.0,3.0,,,,10.3,3.3,0.0,10.3,3.3,0.0
8,290.0,1.824737,0.589228,0.589228,,,,1.824737,0.589228,0.589228,59.0,0.0,0.0,3.0,,,,0.0,59.0,0.0,0.0,3.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,290.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
0,290.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
8,295.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
6,295.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
8,300.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
7,300.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
8,305.0,1.676229,0.259679,0.259679,,,,1.676229,0.259679,0.259679,59.0,0.0,0.0,3.0,,,,0.0,59.0,0.0,0.0,3.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,305.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
0,305.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
8,310.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
6,310.0,0.437878,0.7174594,0.008742,2.372755,0.0,0.0,0.6906725,0.965585,0.011753,48.2,4.0,0.0,5.0,56.0,3.0,3.0,2.0,50.4,5.1,7.0,7.0,12.3,3.8,3.0,15.0,1.0,1.0,12.3,3.8,3.0
0,310.0,0.2290765,0.1313375,0.1313375,0.436998,0.6417176,0.017484,0.2786791,0.5408037,0.016764,53.0,0.0,0.0,3.0,48.5,3.7,2.5,6.0,50.0,3.7,2.0,9.0,13.0,3.7,2.0,11.5,3.7,2.5,13.0,3.7,2.0
3,310.0,,,,0.097739,0.0,0.0,0.0488695,0.0044265,0.0044265,50.0,0.0,0.0,1.0,53.0,0.0,0.0,2.0,52.0,1.4,0.0,3.0,15.0,1.4,0.0,16.0,0.0,0.0,15.0,1.4,0.0
3,315.0,,,,0.493519,0.453693,0.453693,0.3469153,0.4245117,0.013882,48.0,0.0,0.0,1.0,52.3,2.1,2.0,3.0,51.2,2.6,2.0,4.0,10.2,5.0,2.0,10.0,5.7,2.0,10.2,5.0,2.0
0,315.0,0.493519,0.453693,0.453693,,,,0.3469153,0.4245117,0.013882,52.3,2.1,2.0,3.0,48.0,0.0,0.0,1.0,51.2,2.6,2.0,4.0,10.2,5.0,2.0,11.0,0.0,0.0,10.2,5.0,2.0
8,315.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
7,315.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
0,320.0,0.3399915,0.5688798,0.0146215,0.4115114,0.5860689,0.065327,0.1797247,0.4211461,0.015725,51.8,3.8,3.0,13.0,48.8,4.2,3.0,11.0,50.4,4.2,4.5,24.0,10.4,4.9,3.0,11.1,2.8,3.0,10.4,4.9,3.0
8,320.0,2.20846,0.0,0.0,,,,2.20846,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,320.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
6,320.0,1.752447,0.0,0.0,1.793153,0.0,0.0,0.5977177,0.8165183,0.003598,46.5,1.5,1.5,2.0,51.5,1.5,1.5,2.0,49.0,2.9,2.5,4.0,12.0,2.9,2.5,14.5,1.5,1.5,12.0,2.9,2.5
7,320.0,0.11514,0.0,0.0,0.0384485,0.0090154,0.004984,0.0282887,0.0104477,0.010226,49.0,1.0,1.0,2.0,51.4,3.7,3.0,5.0,50.7,3.4,2.0,7.0,9.1,4.9,3.0,8.0,5.4,6.0,9.1,4.9,3.0
8,325.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
6,325.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
8,330.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
7,330.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
8,335.0,1.1526305,1.1053655,1.1053655,,,,1.1526305,1.1053655,1.1053655,59.0,0.0,0.0,3.0,,,,0.0,59.0,0.0,0.0,3.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,335.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
0,335.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
8,340.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
6,340.0,0.0357355,0.0018165,0.0018165,,,,1.366564,1.8820763,0.003633,47.3,3.3,0.0,3.0,59.0,0.0,0.0,1.0,50.2,5.8,3.5,4.0,11.2,3.3,3.0,14.0,0.0,0.0,11.2,3.3,3.0
0,340.0,,,,0.0357355,0.0018165,0.0018165,0.0357355,0.0018165,0.0018165,,,,0.0,47.3,3.3,0.0,3.0,47.3,3.3,0.0,3.0,,,,10.3,3.3,0.0,10.3,3.3,0.0
8,345.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
7,345.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
6,345.0,0.6690505,0.6142945,0.6142945,0.6409375,0.2610995,0.2610995,0.2676202,0.3432135,0.01994,47.0,1.4,0.0,3.0,51.0,1.4,0.0,3.0,49.0,2.4,1.0,6.0,12.0,2.4,1.0,14.0,1.4,0.0,12.0,2.4,1.0
0,345.0,0.6409375,0.2610995,0.2610995,0.6690505,0.6142945,0.6142945,0.2676202,0.3432135,0.01994,51.0,1.4,0.0,3.0,47.0,1.4,0.0,3.0,49.0,2.4,1.0,6.0,12.0,2.4,1.0,10.0,1.4,0.0,12.0,2.4,1.0
8,350.0,1.6264535,0.0745255,0.0745255,,,,1.6264535,0.0745255,0.0745255,59.0,0.0,0.0,3.0,,,,0.0,59.0,0.0,0.0,3.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,350.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
0,350.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
8,355.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
6,355.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
8,360.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
7,360.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
8,365.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,365.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
8,370.0,0.269866,0.0,0.0,,,,0.269866,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
0,370.0,0.5963372,0.9608893,0.06139,0.6471978,1.2282376,0.0760505,0.2987067,0.7002447,0.015499,51.7,3.5,3.0,7.0,50.7,4.0,2.0,7.0,51.2,3.8,2.0,14.0,10.2,4.8,2.0,12.6,2.2,1.0,10.2,4.8,2.0
3,370.0,,,,0.693032,0.0,0.0,0.372548,0.320484,0.320484,51.0,0.0,0.0,1.0,51.0,1.0,1.0,2.0,51.0,0.8,1.0,3.0,14.0,0.8,1.0,14.0,1.0,1.0,14.0,0.8,1.0
6,370.0,0.069859,0.0,0.0,,,,0.069859,0.0,0.0,48.5,3.5,3.5,2.0,,,,0.0,48.5,3.5,3.5,2.0,11.5,3.5,3.5,,,,11.5,3.5,3.5
0,375.0,0.066414,0.024737,0.024737,0.017081,0.0,0.0,0.033207,0.0151647,0.012298,50.7,4.2,3.0,3.0,47.5,2.5,2.5,2.0,49.4,3.9,5.0,5.0,9.2,4.5,5.0,10.5,2.5,2.5,9.2,4.5,5.0
8,375.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
7,375.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
8,380.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,380.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
8,385.0,1.2162805,1.0275155,1.0275155,,,,1.2162805,1.0275155,1.0275155,59.0,0.0,0.0,3.0,,,,0.0,59.0,0.0,0.0,3.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
6,385.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
0,385.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
8,390.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
7,390.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
8,400.0,1.576689,0.0,0.0,,,,1.576689,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,400.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
0,400.0,,,,1.01382,1.3990956,0.018862,1.01382,1.3990956,0.018862,,,,0.0,52.5,5.0,3.5,4.0,52.5,5.0,3.5,4.0,,,,13.5,3.4,1.5,13.5,3.4,1.5
6,400.0,0.024525,0.009431,0.009431,,,,0.024525,0.009431,0.009431,50.3,3.9,2.0,3.0,,,,0.0,50.3,3.9,2.0,3.0,13.3,3.9,2.0,,,,13.3,3.9,2.0
8,405.0,1.150345,0.0,0.0,,,,1.150345,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
7,405.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
8,415.0,0.6964065,0.5233025,0.5233025,,,,0.6964065,0.5233025,0.5233025,59.0,0.0,0.0,3.0,,,,0.0,59.0,0.0,0.0,3.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
6,415.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
0,415.0,0.173184,0.0,0.0,0.8348035,0.8032815,0.8032815,0.430813,0.6465156,0.0282475,50.0,5.0,5.0,2.0,51.0,5.9,4.0,3.0,50.6,5.6,4.0,5.0,8.8,4.1,4.0,11.3,2.5,2.0,8.8,4.1,4.0
3,415.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
8,420.0,1.898995,0.0,0.0,,,,1.898995,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
7,420.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
6,420.0,0.164292,0.0,0.0,,,,0.164292,0.0,0.0,50.0,0.0,0.0,2.0,,,,0.0,50.0,0.0,0.0,2.0,13.0,0.0,0.0,,,,13.0,0.0,0.0
0,420.0,,,,0.164292,0.0,0.0,0.164292,0.0,0.0,,,,0.0,50.0,0.0,0.0,2.0,50.0,0.0,0.0,2.0,,,,13.0,0.0,0.0,13.0,0.0,0.0
6,425.0,,,,,,,,,,50.0,0.0,0.0,1.0,,,,0.0,50.0,0.0,0.0,1.0,13.0,0.0,0.0,,,,13.0,0.0,0.0
0,425.0,,,,,,,,,,,,,0.0,50.0,0.0,0.0,1.0,50.0,0.0,0.0,1.0,,,,13.0,0.0,0.0,13.0,0.0,0.0
8,430.0,1.4940725,0.9163335,0.9163335,,,,1.4940725,0.9163335,0.9163335,59.0,0.0,0.0,3.0,,,,0.0,59.0,0.0,0.0,3.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
6,430.0,0.037394,0.002273,0.002273,,,,1.414871,1.9480475,0.004546,47.3,3.3,0.0,3.0,59.0,0.0,0.0,1.0,50.2,5.8,3.5,4.0,11.2,3.3,3.0,14.0,0.0,0.0,11.2,3.3,3.0
0,430.0,,,,0.6114023,0.8117725,0.004546,0.6114023,0.8117725,0.004546,,,,0.0,50.2,5.8,3.5,4.0,50.2,5.8,3.5,4.0,,,,11.2,3.3,3.0,11.2,3.3,3.0
3,430.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
3,435.0,,,,0.330757,0.3882009,0.110347,0.2752808,0.3645139,0.015534,48.0,0.0,0.0,1.0,52.8,1.9,2.0,5.0,52.0,2.5,2.5,6.0,9.7,5.6,3.0,9.4,6.1,2.0,9.7,5.6,3.0
0,435.0,0.330757,0.3882009,0.110347,,,,0.2752808,0.3645139,0.015534,52.8,1.9,2.0,5.0,48.0,0.0,0.0,1.0,52.0,2.5,2.5,6.0,9.7,5.6,3.0,11.0,0.0,0.0,9.7,5.6,3.0
8,435.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
0,440.0,0.080191,0.057682,0.057682,0.0430297,0.0302274,0.003403,0.0318571,0.0124034,0.00551,46.7,2.4,0.0,3.0,49.4,2.2,1.0,5.0,48.4,2.6,1.0,8.0,11.4,2.6,1.0,12.4,2.2,1.0,11.4,2.6,1.0
8,445.0,3.616341,0.0,0.0,,,,3.616341,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
6,445.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
7,445.0,0.116025,0.0,0.0,0.0511597,0.0151685,0.00015,0.0339326,0.0171538,0.018973,49.0,1.0,1.0,2.0,51.2,4.1,2.5,4.0,50.5,3.6,3.5,6.0,8.2,4.7,3.5,6.2,4.6,3.0,8.2,4.7,3.5
0,445.0,0.0511597,0.0151685,0.00015,0.116025,0.0,0.0,0.0339326,0.0171538,0.018973,51.2,4.1,2.5,4.0,49.0,1.0,1.0,2.0,50.5,3.6,3.5,6.0,8.2,4.7,3.5,12.0,1.0,1.0,8.2,4.7,3.5
3,445.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
8,450.0,2.48354,0.0,0.0,,,,2.48354,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
0,450.0,,,,1.055333,0.997462,0.997462,0.7035553,0.954097,0.021525,50.0,0.0,0.0,1.0,50.7,6.0,3.0,3.0,50.5,5.2,2.5,4.0,11.5,2.3,1.5,11.0,2.4,3.0,11.5,2.3,1.5
6,450.0,0.057871,0.0,0.0,,,,0.0289355,0.0107625,0.0107625,46.5,1.5,1.5,2.0,50.0,0.0,0.0,1.0,47.7,2.1,2.0,3.0,10.7,2.1,2.0,13.0,0.0,0.0,10.7,2.1,2.0
7,450.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
8,455.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,455.0,0.035232,0.0,0.0,0.3288145,0.2912265,0.2912265,0.1872035,0.2500276,0.0103605,51.0,0.0,0.0,2.0,52.3,2.1,2.0,3.0,51.8,1.7,1.0,5.0,11.6,4.8,1.0,10.0,5.7,2.0,11.6,4.8,1.0
0,455.0,0.3288145,0.2912265,0.2912265,0.035232,0.0,0.0,0.1872035,0.2500276,0.0103605,52.3,2.1,2.0,3.0,51.0,0.0,0.0,2.0,51.8,1.7,1.0,5.0,11.6,4.8,1.0,14.0,0.0,0.0,11.6,4.8,1.0
8,460.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
6,460.0,0.035934,0.00269,0.00269,,,,1.3932087,1.9194775,0.00538,47.3,3.3,0.0,3.0,59.0,0.0,0.0,1.0,50.2,5.8,3.5,4.0,11.2,3.3,3.0,14.0,0.0,0.0,11.2,3.3,3.0
0,460.0,0.0846667,0.0690507,0.012331,0.2444467,0.5546782,0.03712,0.1333345,0.424977,0.012857,52.0,3.3,2.5,10.0,47.8,3.4,0.0,13.0,49.6,4.0,5.0,23.0,9.1,4.7,5.0,10.8,3.4,0.0,9.1,4.7,5.0
8,460.0,,,,,,,,,,55.0,0.0,0.0,1.0,,,,0.0,55.0,0.0,0.0,1.0,37.0,0.0,0.0,,,,37.0,0.0,0.0
8,460.0,,,,,,,,,,,,,0.0,55.0,0.0,0.0,1.0,55.0,0.0,0.0,1.0,,,,37.0,0.0,0.0,37.0,0.0,0.0
8,465.0,1.156169,0.977719,0.977719,,,,1.156169,0.977719,0.977719,59.0,0.0,0.0,3.0,,,,0.0,59.0,0.0,0.0,3.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,465.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
7,465.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
0,465.0,0.0484367,0.0264043,0.010316,0.8851195,0.7744225,0.7744225,0.3036223,0.6064781,0.013324,50.5,3.6,2.5,4.0,53.3,4.0,1.0,3.0,51.7,4.1,1.0,7.0,11.3,4.3,1.0,13.7,0.5,0.0,11.3,4.3,1.0
8,470.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
